epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,1610.91,1.17822,0.6329,1.02307,0.66307,0.40043,0.38287,0.19933,1.44787,2.56533,1.14046,0.0004456,0.0004456,0.0004456
142,1621.58,1.18492,0.65696,1.02427,0.72989,0.4054,0.39608,0.19665,1.40725,3.06223,1.12479,0.00044164,0.00044164,0.00044164
143,1632.55,1.1672,0.63527,1.02373,0.77908,0.42395,0.4116,0.20437,1.52709,2.97077,1.1454,0.00043768,0.00043768,0.00043768
144,1643.93,1.15102,0.61305,1.02259,0.79753,0.46476,0.44413,0.23784,1.41422,2.50824,1.11515,0.00043372,0.00043372,0.00043372
145,1655.45,1.17136,0.6495,1.02137,0.80314,0.4341,0.43088,0.21587,1.49252,3.15301,1.13175,0.00042976,0.00042976,0.00042976
146,1666.51,1.15385,0.62603,1.01065,0.80678,0.39441,0.39843,0.20266,1.49969,2.67179,1.14484,0.0004258,0.0004258,0.0004258
147,1677.47,1.13134,0.64769,1.01023,0.76572,0.42722,0.4023,0.20912,1.4403,3.1253,1.1226,0.00042184,0.00042184,0.00042184
148,1689.72,1.16856,0.65723,1.02727,0.81065,0.40624,0.40791,0.20875,1.49028,3.0032,1.1448,0.00041788,0.00041788,0.00041788
149,1700.82,1.21005,0.66604,1.0528,0.80112,0.44315,0.4295,0.22741,1.48027,3.06011,1.13226,0.00041392,0.00041392,0.00041392
150,1712.17,1.16923,0.65172,1.02242,0.77741,0.43454,0.41899,0.22574,1.44267,2.95132,1.12395,0.00040996,0.00040996,0.00040996
151,1723.32,1.15172,0.64099,1.01053,0.68806,0.48044,0.42192,0.22751,1.44452,2.95533,1.11712,0.000406,0.000406,0.000406
152,1734.3,1.1461,0.61655,1.01144,0.65292,0.50118,0.45011,0.23036,1.51546,2.63836,1.12865,0.00040204,0.00040204,0.00040204
153,1745.53,1.19948,0.63486,1.02241,0.74724,0.41318,0.44623,0.23491,1.44659,2.71569,1.12036,0.00039808,0.00039808,0.00039808
154,1756.3,1.18476,0.65221,1.02971,0.83694,0.42249,0.45604,0.23502,1.41072,2.54166,1.10976,0.00039412,0.00039412,0.00039412
155,1767.28,1.17082,0.62239,1.02126,0.86686,0.43797,0.49032,0.24732,1.41366,2.3821,1.10999,0.00039016,0.00039016,0.00039016
156,1778.93,1.18073,0.63678,1.03034,0.69074,0.48083,0.46862,0.25343,1.31587,2.49096,1.09151,0.0003862,0.0003862,0.0003862
157,1789.81,1.17528,0.62966,1.02583,0.74666,0.50043,0.47276,0.25153,1.38589,2.60051,1.11197,0.00038224,0.00038224,0.00038224
158,1800.92,1.14419,0.62231,1.01571,0.79812,0.44596,0.48263,0.24301,1.44271,2.76497,1.13027,0.00037828,0.00037828,0.00037828
159,1811.8,1.1423,0.63156,1.02879,0.80192,0.4713,0.5142,0.27006,1.38747,2.45671,1.11961,0.00037432,0.00037432,0.00037432
160,1823.77,1.14077,0.62097,1.00611,0.77692,0.48418,0.48322,0.25911,1.41242,2.74443,1.12259,0.00037036,0.00037036,0.00037036
161,1834.16,1.13897,0.61409,1.00822,0.65552,0.52622,0.48565,0.26258,1.43697,2.4114,1.12408,0.0003664,0.0003664,0.0003664
162,1845.21,1.13521,0.603,1.00134,0.67722,0.49058,0.46681,0.24538,1.40459,2.50619,1.11428,0.00036244,0.00036244,0.00036244
163,1856.68,1.15844,0.62801,1.0191,0.57283,0.45567,0.36502,0.19046,1.44185,2.87485,1.13236,0.00035848,0.00035848,0.00035848
164,1868.18,1.16726,0.639,1.0182,0.58729,0.48171,0.39184,0.19798,1.42489,2.67102,1.13178,0.00035452,0.00035452,0.00035452
165,1878.5,1.14379,0.62777,0.99787,0.63001,0.53531,0.47915,0.2364,1.55481,3.15364,1.15565,0.00035056,0.00035056,0.00035056
166,1889.43,1.14957,0.6115,1.01072,0.62064,0.57022,0.45205,0.22236,1.5076,3.00822,1.13878,0.0003466,0.0003466,0.0003466
167,1900.9,1.14893,0.60538,1.02079,0.68261,0.54819,0.43193,0.21629,1.46509,2.87641,1.12633,0.00034264,0.00034264,0.00034264
168,1912.14,1.14458,0.60226,1.00838,0.75393,0.49509,0.44452,0.2267,1.54534,2.89873,1.15123,0.00033868,0.00033868,0.00033868
169,1922.97,1.1184,0.60043,0.99589,0.72852,0.48822,0.43276,0.21714,1.45207,2.79269,1.12784,0.00033472,0.00033472,0.00033472
170,1934.05,1.10728,0.58605,1.00094,0.72149,0.49034,0.4226,0.21813,1.4106,2.80937,1.11581,0.00033076,0.00033076,0.00033076
171,1945.79,1.18496,0.64689,1.02867,0.65248,0.49305,0.44913,0.23609,1.42205,2.89008,1.11634,0.0003268,0.0003268,0.0003268
172,1956.8,1.12745,0.60471,1.01054,0.67495,0.51597,0.48512,0.249,1.43459,2.20677,1.11702,0.00032284,0.00032284,0.00032284
173,1967.3,1.13873,0.60649,1.01278,0.65443,0.51916,0.47624,0.24787,1.40086,2.23765,1.1033,0.00031888,0.00031888,0.00031888
174,1978.27,1.13569,0.61204,1.0083,0.81478,0.4218,0.45679,0.23568,1.4139,2.20522,1.10896,0.00031492,0.00031492,0.00031492
175,1989.17,1.15538,0.60914,1.02327,0.78523,0.45322,0.45727,0.24364,1.3632,2.34472,1.10773,0.00031096,0.00031096,0.00031096
176,2000.21,1.14998,0.60719,1.01923,0.79605,0.46109,0.45165,0.24799,1.34847,2.67835,1.11009,0.000307,0.000307,0.000307
177,2011.03,1.12965,0.60807,1.01041,0.81046,0.41702,0.44362,0.23318,1.39636,2.45754,1.11648,0.00030304,0.00030304,0.00030304
178,2022.07,1.10184,0.5804,0.99789,0.79636,0.42335,0.4429,0.23557,1.34697,2.51223,1.10742,0.00029908,0.00029908,0.00029908
